Underlying,Description,Name,Expected PnL,Cost of Strategy,Total Debit,Leg_profit,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Leg_Profit_Factor,Profit_Factor,Strike_1_type,Strike_1,Strike_1_alloc,Strike_2_type,Strike_2,Strike_2_alloc,Strike_3_type,Strike_3,Strike_3_alloc,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho
AAL,AMERICAN AIRLINES GROUP INC COM,Bearish Call Modified Butterfly,-73.47,-149.99999999999977,500.0000000000007,149.99999999999977,644.9999999999794,350.0000000000009,42.69,57.21,0.4285714285714268,1.8428571428570792,Call,12.0,10.0,Call,12.5,-20.0,Call,13.5,10.0,-110.00000000000014,20.000000000000018,-5.551115123125783e-15,-10.0,0.0
BAC,BANK OF AMERICA CORPORATION COM,Bullish Put Modified Butterfly,-33.35,-70.0,500.0000000000014,70.0,520.0000000000455,430.0000000000014,60.8,39.2,0.16279069767441806,1.2093023255814972,Put,25.5,10.0,Put,26.5,-20.0,Put,27.0,10.0,170.00000000000003,-70.00000000000001,9.999999999999998,0.0,0.0
C,CITIGROUP INC COM,Bullish Put Modified Butterfly,-101.64,-120.00000000000045,500.0000000000014,120.00000000000045,579.9999999996176,380.00000000000097,47.4,52.6,0.3157894736842109,1.526315789472674,Put,52.0,10.0,Put,53.0,-20.0,Put,53.5,10.0,79.99999999999999,0.0,10.000000000000009,0.0,10.0
CSCO,CISCO SYSTEMS INC COM,Bullish Put Modified Butterfly,-133.5,-70.0,500.0000000000014,70.0,569.9999999996874,430.0000000000014,42.62,57.38,0.16279069767441806,1.3255813953481057,Put,42.0,10.0,Put,43.0,-20.0,Put,43.5,10.0,200.0,-10.000000000000009,-10.000000000000004,-10.0,10.0
GM,GENERAL MOTORS CO COM,Bullish Put Modified Butterfly,-105.33,-130.0,500.00000000000284,130.0,620.0000000000589,370.00000000000284,41.31,58.69,0.35135135135134865,1.675675675675822,Put,30.0,10.0,Put,31.0,-20.0,Put,31.5,10.0,129.99999999999997,0.0,-9.999999999999998,10.0,0.0
MS,MORGAN STANLEY COM,Bearish Call Modified Butterfly,-179.21,-149.99999999999955,1000.0000000000028,149.99999999999955,1104.9999999996426,850.0000000000033,47.64,52.36,0.1764705882352929,1.2999999999995744,Call,50.5,10.0,Call,51.5,-20.0,Call,53.5,10.0,-309.9999999999999,-100.0,-9.999999999999998,-10.000000000000004,-20.0
MS,MORGAN STANLEY COM,Bearish Call Modified Butterfly,-97.59,-119.99999999999989,500.00000000000284,119.99999999999989,574.9999999996357,380.00000000000296,45.98,54.02,0.3157894736842078,1.5131578947358717,Call,51.5,10.0,Call,52.0,-20.0,Call,53.0,10.0,-100.0,-9.999999999999964,10.000000000000009,9.999999999999998,0.0
MU,MICRON TECHNOLOGY INC COM,Bearish Call Modified Butterfly,-66.72,-100.00000000000045,500.0000000000014,100.00000000000045,554.999999999679,400.00000000000097,57.08,42.92,0.25000000000000056,1.387499999999194,Call,45.0,10.0,Call,45.5,-20.0,Call,46.5,10.0,-70.00000000000001,0.0,19.999999999999996,-19.999999999999996,10.0
MU,MICRON TECHNOLOGY INC COM,Bearish Call Modified Butterfly,-93.39,-109.99999999999955,500.0000000000014,109.99999999999955,564.9999999996852,390.0000000000019,49.77,50.23,0.28205128205127955,1.4487179487171347,Call,44.5,10.0,Call,45.0,-20.0,Call,46.0,10.0,-90.00000000000003,-19.999999999999996,-9.999999999999998,9.999999999999998,-10.0
MU,MICRON TECHNOLOGY INC COM,Bearish Call Modified Butterfly,-72.03,-169.99999999999955,500.0000000000014,169.99999999999955,624.9999999996924,330.0000000000019,43.85,56.15,0.5151515151515108,1.893939393938451,Call,44.0,10.0,Call,44.5,-20.0,Call,45.5,10.0,-89.99999999999986,9.999999999999986,1.1102230246251565e-14,9.999999999999998,-10.0
UAL,UNITED AIRLINES HOLDINGS COM,Bullish Put Modified Butterfly,-68.61,-269.99999999999943,1000.0000000000014,269.99999999999943,1240.0000000002756,730.0000000000019,54.22,45.78,0.3698630136986284,1.6986301369866743,Put,36.0,10.0,Put,38.0,-20.0,Put,39.0,10.0,119.99999999999993,-10.000000000000009,10.000000000000009,0.0,0.0
UAL,UNITED AIRLINES HOLDINGS COM,Bullish Put Modified Butterfly,-110.16,-339.9999999999991,1000.0000000000014,339.9999999999991,1310.0000000002892,660.0000000000023,45.08,54.91,0.515151515151512,1.9848484848489163,Put,37.0,10.0,Put,39.0,-20.0,Put,40.0,10.0,120.00000000000011,10.000000000000032,10.000000000000009,0.0,-10.0
VLO,VALERO ENERGY CORP COM,Bullish Put Modified Butterfly,-138.77,-80.00000000000023,500.0000000000014,80.00000000000023,534.9999999996006,420.0000000000012,48.74,51.26,0.19047619047619047,1.2738095238085694,Put,54.5,10.0,Put,55.5,-20.0,Put,56.0,10.0,59.999999999999964,-20.000000000000018,-10.000000000000009,0.0,10.0
WFC,WELLS FARGO & COMPANY COM,Bullish Put Modified Butterfly,-127.18,-80.0,500.0000000000007,80.0,535.000000000048,420.0000000000007,43.17,56.83,0.19047619047619016,1.273809523809636,Put,24.5,10.0,Put,25.5,-20.0,Put,26.0,10.0,190.00000000000023,-70.00000000000004,2.7755575615628914e-15,-10.0,0.0
XOM,EXXON MOBIL CORPORATION COM,Bearish Call Modified Butterfly,-103.03,-280.00000000000045,1000.0000000000014,280.00000000000045,1234.9999999997358,720.0000000000009,43.34,56.66,0.388888888888889,1.7152777777774086,Call,38.0,10.0,Call,39.0,-20.0,Call,41.0,10.0,-170.00000000000003,-70.00000000000001,30.000000000000004,-20.0,0.0
XOP,SPDR SERIES TRUST S&P OIL & GAS EXPL & PRODTN,Bearish Call Modified Butterfly,-226.28,-150.0,1000.0000000000028,150.0,1144.9999999996494,850.0000000000028,46.91,53.09,0.17647058823529352,1.3470588235289949,Call,50.5,10.0,Call,51.5,-20.0,Call,53.5,10.0,-149.99999999999983,-10.000000000000032,19.99999999999997,-9.999999999999998,-10.0
XOP,SPDR SERIES TRUST S&P OIL & GAS EXPL & PRODTN,Bearish Call Modified Butterfly,-215.28,-350.0000000000009,1500.0000000000027,350.0000000000009,1844.9999999996644,1150.0000000000018,43.26,56.74,0.3043478260869568,1.6043478260866622,Call,49.0,10.0,Call,50.5,-20.0,Call,53.5,10.0,-240.00000000000023,-9.999999999999986,2.220446049250313e-14,9.999999999999998,-10.0
