Underlying,Description,Name,Expected PnL,Cost of Strategy,Total Debit,Leg_profit,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Leg_Profit_Factor,Profit_Factor,Strike_1_type,Strike_1,Strike_1_alloc,Strike_2_type,Strike_2,Strike_2_alloc,Strike_3_type,Strike_3,Strike_3_alloc,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho
AMAT,APPLIED MATERIALS INC COM,Bearish Call Modified Butterfly,-117.14,-149.99999999999977,500.00000000000284,149.99999999999977,614.9999999995769,350.00000000000307,40.11,59.89,0.42857142857142416,1.7571428571416328,Call,61.0,10.0,Call,61.5,-20.0,Call,62.5,10.0,-79.99999999999999,9.999999999999986,-9.999999999999986,0.0,0.0
ATVI,ACTIVISION BLIZZARD INC COM,Bullish Put Modified Butterfly,-260.22,-190.0,1000.0000000000057,190.0,1184.9999999993793,810.0000000000057,42.62,57.38,0.23456790123456625,1.4629629629621863,Put,83.0,10.0,Put,85.0,-20.0,Put,86.0,10.0,130.00000000000026,-9.999999999999986,9.999999999999986,9.999999999999998,0.0
AXP,AMERICAN EXPRESS CO COM,Bearish Call Modified Butterfly,-373.4,-1270.0,4500.0000000000055,1270.0,2740.0000000006953,3230.0000000000055,52.39,47.61,0.3931888544891634,0.8482972136225049,Call,98.5,10.0,Call,100.0,-20.0,Call,106.0,10.0,-379.9999999999999,-30.000000000000014,9.999999999999986,-9.999999999999998,-10.0
AXP,AMERICAN EXPRESS CO COM,Bearish Call Modified Butterfly,-359.79,-1050.0,3000.0000000000055,1050.0,2020.0000000006953,1950.0000000000055,46.89,53.11,0.538461538461537,1.0358974358977895,Call,99.0,10.0,Call,100.0,-20.0,Call,104.0,10.0,-269.99999999999994,-1.1102230246251565e-14,-10.000000000000032,-9.999999999999998,0.0
AXP,AMERICAN EXPRESS CO COM,Bearish Call Modified Butterfly,-931.22,-739.9999999999998,4000.0000000000055,739.9999999999998,2210.0000000006808,3260.0000000000055,44.54,55.46,0.2269938650306744,0.6779141104296555,Call,98.0,10.0,Call,99.5,-20.0,Call,105.0,10.0,-319.99999999999983,1.1102230246251565e-14,20.000000000000018,-9.999999999999998,0.0
AXP,AMERICAN EXPRESS CO COM,Bearish Call Modified Butterfly,-361.76,-950.0,2500.0000000000055,950.0,1920.000000000681,1550.0000000000055,42.2,57.8,0.6129032258064494,1.2387096774197899,Call,98.5,10.0,Call,99.5,-20.0,Call,103.0,10.0,-159.99999999999997,10.000000000000009,30.000000000000004,0.0,0.0
CAT,CATERPILLAR INC COM,Bearish Call Modified Butterfly,-399.67,-280.0,2000.0000000000057,280.0,2265.000000003936,1720.0000000000057,48.25,51.75,0.16279069767441806,1.316860465118563,Call,139.0,10.0,Call,141.0,-20.0,Call,145.0,10.0,-130.00000000000006,1.1102230246251565e-14,60.00000000000001,-1.1102230246251565e-14,-10.0
CAT,CATERPILLAR INC COM,Bearish Call Modified Butterfly,-428.4,-410.0,2000.0000000000057,410.0,2395.000000003879,1590.0000000000057,42.03,57.97,0.25786163522012484,1.506289308178535,Call,138.0,10.0,Call,140.0,-20.0,Call,144.0,10.0,-110.00000000000006,10.000000000000009,50.0,-19.999999999999996,-10.0
CAT,CATERPILLAR INC COM,Bearish Call Modified Butterfly,-306.45,-200.0,1000.0000000000057,200.0,1185.0000000039358,800.0000000000057,40.66,59.34,0.24999999999999822,1.4812500000049094,Call,140.0,10.0,Call,141.0,-20.0,Call,143.0,10.0,-40.00000000000013,1.1102230246251565e-14,29.999999999999982,9.999999999999998,-10.0
DHI,DR HORTON INC COM,Bearish Call Modified Butterfly,-359.84,-140.00000000000023,1000.0000000000028,140.00000000000023,619.9999999995068,860.0000000000026,44.06,55.94,0.16279069767441837,0.7209302325575638,Call,70.0,10.0,Call,70.5,-20.0,Call,72.0,10.0,-120.00000000000011,0.0,0.0,-9.999999999999998,0.0
